question	answer	label
Hello guys..I want to take NHA licensure(Nurse) here in Qatar but I dont have any work experience in the Philippines..I'm currently working here now as a nurse in a construction company for almost 1yr..Will NHA allowed me to take licensure here even if I don't have the necessary experience required? Help please..thanks a lot and godbless..	you can take Prometric exam without experience. My exam's validity is 3 yrs... There are many nurses out there are working without license. Private clinics are very strict on accepting new nurse applicants. Your lucky to practice your profession with license here; but beware my friend... You need to be extra careful bec. that's ILLEGAL	0
hi; i am gonna get married soon so i was wondering if anyone knew where i am able to get a wedding lehnga made or brought thanks	I dont think you get good ones in Doha. Are you looking for white? mostly wedding dresses in India comes in bright colors mostly in red. You can do a Google search there are some Indian designers who take online orders. Try Dana Centre in Souq they have some heavy Lacha/Lehnga material... not sure if someone here can stich it properly.	1
hi; i am gonna get married soon so i was wondering if anyone knew where i am able to get a wedding lehnga made or brought thanks	or Lahore in Doha you can go to Karahba street; there are two main shops selling wedding exclusives.	0
hi; i am gonna get married soon so i was wondering if anyone knew where i am able to get a wedding lehnga made or brought thanks	Well if you dont plan to travel to India to get your stuff you can try the Dulhan; Bombay Silk; and all other stores on KHARABA Street. Or else if you have plenty of time in hand order online. Just keep in mind while placing an online order that you have minimum of a month and a half before your wedding. So you can do necessary adjustments in your dress as well; if required. Never Ask for a SMILE..just GIVE it..	0
hi; i am gonna get married soon so i was wondering if anyone knew where i am able to get a wedding lehnga made or brought thanks	Karachi is the best place to buy wedding outfits.. There are several well known designers and you can get a very striking wedding lehnga or sharara or garara between 50;000 to 10;000 rupees..	0
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	possible only if government employed. That's what I heard.	2
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	That is not a problem; I got several friends that are sponsored by their wife's.	2
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	no..i think not possible...but u just try...may b it can...	2
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	It certainly IS possible...I sponsor my husband....	2
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	If the wife is working...yes she can sponsor her husband here like what my officemate did last year.. she sponsored her husband and now the husband is also working here and after nine months they were able to get their daughter.... so now they are one happy family here in Doha :-)	2
Hi! Just want to know if a wife can sponsor his husband here? My friend is asking. All I know is that a husband as well as a father can. But I'm not sure whether a wife can. Thanks	Sponsorship does not matter about gender; it depends on salary; educational qualification and RP of sponsorer. ok.	1
Hi; I need to have a driving license but m an on-husband-sponsor and dat my husband doesnt have a license. So; can I apply for the license or my husband need to acquire it prior to me.??	no need husband license u can apply husband id card copy need and noc from hursband thats it	1
Does anybody know when Saudi Embassy will open umrah visa for visitors? This is very urgent please reply if anybody has information about this. Thanks in Advance.	I think they stop for Visit visa to travel for Umrah only Resident people can go any time.	2
hola people cud u help me out please been hearing this song for ages on the radio and it's driving me crazy coz i dont know who sings it... thought it was kylie but when i googled it i got nothing... and they never say who it is on the radio.. it goes something like.. ""only in my dreams you're mine... i meet you every night inside... and everytime i wake i cry... gotta make tonight the night.."" can anyone help me out?? cheerios"	the song is called Tonight's the night by Gina G	0
Hey; can anyone please tell me whether a colour blind engineer is acceptable to QP??	I am color blind with partial green and red. I have an offer from QP IT and I think unless you are into avaiation or crane/rig operator; you should be fine. I could make more remarks; once I get visa and reach there :).	0
Hey; can anyone please tell me whether a colour blind engineer is acceptable to QP??	"dude u shud be fine... colors is not one of the tests u get when u get ur medical.. one of the dudes in my dept is completely color blind and it was never an issue.. but then again he's a lawyer.. but i think its fine.. i will ask at the office tmro tho to be 100% sure and let u know.. cheerios.. ""He who reigns within himself and rules passions; desires; and fears is more than a king."""	2
is 3rd cousin relationship already accepted in church or in society? i mean like ""lovers""..."	Even the thought of it is a sin...yaiiiks!!!	0
is 3rd cousin relationship already accepted in church or in society? i mean like ""lovers""..."	"I think in the UK it's legal for cousins to be ""lovers"". But any closer relation than that is illegal. Here I believe it's more common."	2
is 3rd cousin relationship already accepted in church or in society? i mean like ""lovers""..."	Looking at this diagram I'd say 3rd cousins are so far apart there's no problem. And as I said; I think the UK even allows 1st cousin relationships.	1
Does anyone know what the penalty is for jumping on the red light? Thanks!	yeah its only Qrs. 6000/- plus 7 points........ So Please Slow down near the Signals and watch out for the Blinking Green Light. I wish all of u all the best.... Eid Mubarak.....	1
Does anyone know what the penalty is for jumping on the red light? Thanks!	"and a fine of between QR 6k to 50K. better go to MOI.gov for accurate details. its pretty scary the penalties for this violation. They can even deport you. drive safely and stay away from trouble;-) ""waiting is an art; timing is everyting"""	2
Does anyone know what the penalty is for jumping on the red light? Thanks!	yeah man; is only QR6000;- so give this money to the governtment or u can spend this amount of money to your loved one/family or unfortune people around. your choice man.. my advise drive carefully.	1
What is the monthly salary paid by oil companies such as Qatar Petroleum; Qatar Gas; Shell; Dolphin Energy; etc for an expatriate mechanical engineer with 28 years of working experience in the Oil & Gas industry?	Well i can answer u that..i was working with one recruitment company where v used to employ people from all parts of the world for OIL & GAS SECTOR..I had witnessed some people of ur calibure demanding upto 40000 + car + housing allowance + other benefits...If u r a westerner then u have a upper hand..U can demand more and can negotiate further..And sorry i cant tell u the name of the company where v placed our candidates.But v worked for almost all major comapnies of heres..so GOOD LUCK !!	2
What is the monthly salary paid by oil companies such as Qatar Petroleum; Qatar Gas; Shell; Dolphin Energy; etc for an expatriate mechanical engineer with 28 years of working experience in the Oil & Gas industry?	Hi there.. with 28 years experience on these companies more than 25000Qatari riyals excluding accommodation and car... Good luck!!	2
What is the monthly salary paid by oil companies such as Qatar Petroleum; Qatar Gas; Shell; Dolphin Energy; etc for an expatriate mechanical engineer with 28 years of working experience in the Oil & Gas industry?	28years of working experience will surely lead u to some Senior or Supervisor Post...& moreover a manager too..! As I have been working with Oil & Gas company prior to my present employment; I guess; you will be offered atleast QR32;000 (basic) & will have a very high accomodation allowance from which you will be able to save really good..!!	2
What is the monthly salary paid by oil companies such as Qatar Petroleum; Qatar Gas; Shell; Dolphin Energy; etc for an expatriate mechanical engineer with 28 years of working experience in the Oil & Gas industry?	28 yrs of experience sure will land you with a min salary of 30k plus all the allowances~probably more good luck~	2
What is the monthly salary paid by oil companies such as Qatar Petroleum; Qatar Gas; Shell; Dolphin Energy; etc for an expatriate mechanical engineer with 28 years of working experience in the Oil & Gas industry?	Hey Djmix; well i know you're right saying that it is confidential; but we are trying to help qatarprospect. Anyway; i also work in an Oil & Gas company as a Maintenance Planner; and am paid well. I would recommend you to join RasGas; where you get a Annual Ticket Fares (whether you go or not; you actually get around 4;000 more); get a Paid Annual Vacation (recieve your salary even when you are on Holidays for those Expenses); accomodation provided with free electricity and local phone call bills; and TOO much more benefits. For a Mechanical Engineer will be around QAR 26;000. And you also get to live in a world-class peaceful community; Also known as the Al Khor Community; with families of Qatargas' and Rasgas' Employees. All the benefits in RasGas are also provided in QatarGas; but RasGas has a bit more higher salary and you get monthly trips to Sealine beach resort for Quad-biking and Jet skiing; and also get PSP's; expensive mobile phones etc. Hope you get a good job and hope i've .....	2
I'm an American woman. My boyfriend is Egyptian who lives and works in Doha. I'm coming for a visit in June. I know that living together is not allowed. Is there going to be any issue about coming for a visit to see him? Thanks for your responses.	It is if someone calls the police. Its very unlikely; but you only have to offend one person. In reality the risk is very low; I think.	0
I'm an American woman. My boyfriend is Egyptian who lives and works in Doha. I'm coming for a visit in June. I know that living together is not allowed. Is there going to be any issue about coming for a visit to see him? Thanks for your responses.	Blue eyes; you just come and have a good time; don't honestly think you will have any problems; have sent you a PM :)	0
I'm an American woman. My boyfriend is Egyptian who lives and works in Doha. I'm coming for a visit in June. I know that living together is not allowed. Is there going to be any issue about coming for a visit to see him? Thanks for your responses.	again.. they WILL NOT ask you anything. All the procedure of getting visa takes about 2-3 minutes.. they just check your passport; collect the payment (be ready to pay something like QR50; which is about US$15 by credit card); put the stamp in your passprot; and you are IN.. ********** [img_assist|nid=102563|title=QS|desc=|link=none|align=left|width=|height=0] Copyright©Mr.PAUL	0
I'm an American woman. My boyfriend is Egyptian who lives and works in Doha. I'm coming for a visit in June. I know that living together is not allowed. Is there going to be any issue about coming for a visit to see him? Thanks for your responses.	as european i can say;just do it.you will have no problems.i know what i am talking about.i did the same.and soon again. really it is not a problem for you nor for him. that is the experience i made. :-) good luck;lot of fun and enjoy it. *WHAT WOULD YOU DO IF YOU KNEW YOU COULD NOT FAIL?* http://www.myswitzerland.com/en.cfm/home	0
I am seriously considering working for Qatar Airways but don't seem to be able to find out what kind of flight benefits they offer for their employees and family. Anyone who know more about this or if they even offer flight benefits? I know it is not the most important part of the contract but all other airlines offer it!! Thanks..	yeah; you get free flights but you have to give out a few drinks/food and clear away a bag of vomit to get the free flights; and the destination probably isn't where you would choose but hey its a flight.........mmmmm free flight to Thiruvananthapuram.....nice..	2
I am seriously considering working for Qatar Airways but don't seem to be able to find out what kind of flight benefits they offer for their employees and family. Anyone who know more about this or if they even offer flight benefits? I know it is not the most important part of the contract but all other airlines offer it!! Thanks..	u will get free flights but they will charge you some percentage (within 6 months- 1 time) i heard like that.	2
I am seriously considering working for Qatar Airways but don't seem to be able to find out what kind of flight benefits they offer for their employees and family. Anyone who know more about this or if they even offer flight benefits? I know it is not the most important part of the contract but all other airlines offer it!! Thanks..	huh??FOC ticket once a yr and the rest will be rebated travel on subload basis.......... life's too short so make the most of it; you only live but once.......	2
I am seriously considering working for Qatar Airways but don't seem to be able to find out what kind of flight benefits they offer for their employees and family. Anyone who know more about this or if they even offer flight benefits? I know it is not the most important part of the contract but all other airlines offer it!! Thanks..	Each employee is entitled to a free return air ticket within QR network for herself/himself; and her/his family (depending on one's grade). Which class they are entitled to is also dependent on the grade. They are also entitled to purchase discounted tickets; but that is on sub-load basis meaning the the seats are not confirmed and one could be bumped out in the last moment in case flights are full. It's an industry practice.	2
what is qtel customer service number?	call 111 and follow the instructions.	1
what is qtel customer service number?	111	1
what is qtel customer service number?	Call 111 ... and hold the line for at least 30 minutes before being answered. Enjoy Q-tel music.	1
what is qtel customer service number?	call 111	1
what is qtel customer service number?	111. but you are better off visiting their shop personally.. unless you are a very patient person and prefer waiting half an hour in their customer care hotline.. :P	1
what is qtel customer service number?	111 - Customer Service # 180 - To find out any #	1
what is qtel customer service number?	111 but try only if u hav patience !!!!	1
what is qtel customer service number?	##% some one please call 111 %%# Have you ever heard a similar song from Wyclef John? Just on a lighter mood. CUSTOMER CARE:111 BUSINESS LINE CUSTOMER CARE :8008000 ENQUIRIES: 180. Goodluck!	1
what is qtel customer service number?	111	1
what is qtel customer service number?	911 :)	2
I am moving to a new villa this weekend. Does anyone now how long Qtel takes to move internet and landline; how long will I be without a connection? I haven't spoken to them yet; just want to get the general idea...	within 10 working days they will call you for sure; b4 they come. be there to receive the technician!!	0
I am moving to a new villa this weekend. Does anyone now how long Qtel takes to move internet and landline; how long will I be without a connection? I haven't spoken to them yet; just want to get the general idea...	according to Qtel it will take at least 7 working days.. but in our case..it took 10 working days due to line problem...	0
I am moving to a new villa this weekend. Does anyone now how long Qtel takes to move internet and landline; how long will I be without a connection? I haven't spoken to them yet; just want to get the general idea...	I have done this many times. On average; 10-20 days.	0
I am moving to a new villa this weekend. Does anyone now how long Qtel takes to move internet and landline; how long will I be without a connection? I haven't spoken to them yet; just want to get the general idea...	3 days???? yeah right... 10 days on average but there is a way to get it done faster... Let's hope the great one reads your thread ;) There is a a great guy on QL who can solve your problem immediately but I wonder whether he will be online today....	0
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	There are a lot of shops in national area ; near q-tel signal. Bombay silks is one such shop where you ll get all kind of sarees....	1
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	try bombay silk and other shops in that area..	1
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	Hey man; you asked she answered; now the best or not the best well...tough question... Just kidding... Anyways; Parthas; Bombay Silk;s Dulhan; are all good places to buy Sarees...or you could do the Lulu Hypermarket instead where they have a saree station...LOL cheers...	2
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	You don’t get the original hand embroidery sarees here. You cant get 1005 silk sarees in Bombay silks; Dulhan or the saree shop in Lulu centre.    Are you going to ware it as saree or to stitch some dress with that saree (many arab woman do that) You get good quality embroidered silk clothes in AL Dana centre in the souq	2
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	U can get them at Bombay silk center and they even have them at lulu. -------------------- No human can stop racism.	2
Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW	 all the 3 places parthas; bonbay silks; & dhulan have a good choise the ones at lulu r ok the material was not too good	2
Hi Mallus... Advanced Onam Wishes.. Any programs/ stage shows for this coming onam?..	EMN betalaal... i was talkin abt climibing banana tree and plucking the banana leaves...:( When it comes to food; i really and whole heartedly respect IT my priend.	0
Hi Mallus... Advanced Onam Wishes.. Any programs/ stage shows for this coming onam?..	White Saree; ya ya the galz really look very beautiful in it. But when it rains and they wearing white saree looks Awesome.	0
Hi; my wife was on a visit visa; today; her residency visa was issued; so i went to immigration and paid 500 so there is no need to leave the country and enter again on the residency visa. she has done her medical before for the visit visa extension; do we need to do the medical again for the residency visa? thanks	yes.you need to go again to the medical commission for the medical.but this time no more x-ray.after the result came out.Go to the CID for the finger printing.after the result; you can go to immigration(gate 2) for the visa stamping and ID.	2
Hi; my wife was on a visit visa; today; her residency visa was issued; so i went to immigration and paid 500 so there is no need to leave the country and enter again on the residency visa. she has done her medical before for the visit visa extension; do we need to do the medical again for the residency visa? thanks	YES; you have to do both X-ray and blood test. Please also go to clinic or whatever to get your blood group. I just finished all process and got 3 years visa. Good luck for you and your wife.	2
Hi; my wife was on a visit visa; today; her residency visa was issued; so i went to immigration and paid 500 so there is no need to leave the country and enter again on the residency visa. she has done her medical before for the visit visa extension; do we need to do the medical again for the residency visa? thanks	yes ; need to go medical commission again for permanent resident visa.	2
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	ya why not bring some coconuts with you too no problem habibi	0
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	OK as long as it stays in place during a sand storm ; and he does not lift it to cover his face instead.	0
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	friend No need to check anybody ; i brought my father many times here; he is only wearing dhothi; friends; each country have their own culture and traditional wears ;please respect ;it is better than some shots which some body wearing in public;	2
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	hi..i don't think there's any issue..you don't need to check anywhere..i see travellers dressed in dhotis all the time..just get your dad here and have a great time together..its my dream too to bring my parents back to qatar to stay with me inshallah..and ignore all the silly posts..they were made by silly people:-)	2
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	He can wear what he likes. Hope he has a safe journey and enjoys his stay ..	2
Can anyone advise whether can an aged person travelling to Qatar from kerala can wear Kerala style mundu ( Dhothi ) . Is it prohibited by law ?	respect countries culture; do not wear things which cause other peoples inconvenient like lungi ; dhoti; cheddi bla bla . wearing pant or jeans is not difficult task.	0
Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx	i think it is difficult to get them here in Doha.	2
Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx	not possible	1
Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx	err; I don't think you'll find it here...	2
Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx	Impossible....	1
Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx	As you've said this is a muslim country; no chance for such things like that..HARAMMMMMMMMMM!	1
Does anyone know what time it opens on a Friday? Thanks in advance.	3 PM In the Cookies of Life; FRIENDS are the Chocolate Chips www.bastook.com	0
Does anyone know what time it opens on a Friday? Thanks in advance.	4 P.M	0
Where can I find/buy Lego Blocks here in Qatar? Tried Toys R Us; Villagio; City Center and Landmark but to no avail.	if you are referring just a plain lego blocks there is none in Doha. My son loves lego he have tons of them (now he is in the stage of collecting lego technic) ... and we usually wait till we travel and bought them overseas.	0
Where can I find/buy Lego Blocks here in Qatar? Tried Toys R Us; Villagio; City Center and Landmark but to no avail.	"in the Hallmark store in The Mall - pink and blue plastic tubs with maybe 250 piece sets inside. But I ended up having a friend who was visiting bring some back from Denmark. But I second what marycatherine said: order them online and ship them in. Doha is not a place that you depend upon for anything to be in stock anywhere. I wish I could drink like a lady. I can take one or two at the most. Three and I'm under the table. Four and I'm under the host"" -- Dorothy Parker"	0
Where can I find/buy Lego Blocks here in Qatar? Tried Toys R Us; Villagio; City Center and Landmark but to no avail.	My brother has a collection of original Lego blocks and we buy it from Carrefour; although lately we haven't seen any Lego products from the malls here in Doha; we even tried Toys R Us but to no avail.	2
OK; I know that you can&#39;t bring booze into the country.Â  Is there anything that should be brought in through duty free?	Porn and Pork. That is 3 of my favourite things banned.	1
OK; I know that you can&#39;t bring booze into the country.Â  Is there anything that should be brought in through duty free?	the 2 P's pretty much sum it up and obviously no sex toys (unless you're married apparently); weapons; or drugs	1
Hi ; I have a problem ..3 months ago i went out of Dubai because i had a problem with my employer ; and also because a friend of mine hi died in Dubai. now when i go out of there i had a loan and 2 credit cards ; but i don't pay them because i had no money . Now i received a job in Doha Qatar.. is possible for me to go in Qatar and to pay my loan and credit cards from Dubai???	Yes you can .... good luck	1
is there a problem for me here in Qatar having positive for AIDS?	If the authorities are aware you will either not be allowed into Qatar or you will be deported from Qatar ASAP	1
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	Hug her; its ok at the airport	0
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	I prefer to avoid in other public settings; you can never be sure of these things.	2
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	yes better to avoid hugging in public...even holding hands...	2
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	Physical show of love/affection towards each other by adult opposite sexes in public is something that should to be avoided in Qatar for obvious reasons. If the reason was not obvious; you wouldn't have asked this question.	2
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	"I do not think anybody gives a damn about what you do when you are sure that u r not doing anything wrong. As far as hugging in public at the airport... nobody will care. But do restrict yourself to hugging only. Check wikipedia about definition of 'HUG"". Different country has many different ways of hugging which may be little akward here. Just be decent and life will be good."	0
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	c'mon... this is a hug we are talking about... not sex... is this country that far gone? A hug and a friendly kiss is not going to be a problem... i'm sure of it.	0
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	Yes go ahead but make sure you draw the line there.	0
Hi friends; I am meeting my childhood female friend after many years in Qatar. She is also an expat like me. Will I be arrested or land in trouble if I greet her with a hug?	i think in the airport it's ok..	2
I got a speed fine. My car was clocked doing 91km/hr. I want to contest that fine. How do I best do that? I have never driven over the limit ever. I respect the speed limit here and everywhere I drive. It is so unfair. Ta.	moi.gov.qa	2
I got a speed fine. My car was clocked doing 91km/hr. I want to contest that fine. How do I best do that? I have never driven over the limit ever. I respect the speed limit here and everywhere I drive. It is so unfair. Ta.	if you want to contest that fine; be sure to spend big amount of money because you have to hire an attorney to depend you.	0
I got a speed fine. My car was clocked doing 91km/hr. I want to contest that fine. How do I best do that? I have never driven over the limit ever. I respect the speed limit here and everywhere I drive. It is so unfair. Ta.	and request the photo printout of the license plate. I know 3 people who were fined and when they went to double check found that the license plate pictured did not match their own. Mistakes do happen. Be prepared; however; to spend 3 hours at the traffic dept.	0
I got a speed fine. My car was clocked doing 91km/hr. I want to contest that fine. How do I best do that? I have never driven over the limit ever. I respect the speed limit here and everywhere I drive. It is so unfair. Ta.	go to any traffic dept. and ask for the photo. the speed limit and ur speed will be mentioned on the photo itself and u can confirm that it is actually ur car.	0
Hey there; I'll be heading out to Qatar later this year. Does anyone know if my UK TV set will work in Qatar?? Not sure whether to ship or sell... Thanks; C	its better to buy a new one...	0
Hey there; I'll be heading out to Qatar later this year. Does anyone know if my UK TV set will work in Qatar?? Not sure whether to ship or sell... Thanks; C	If your TV runs on 240 Volts and is PAL it will work in Qatar. The whole f**king electricity system here is British.	1
Hey there; I'll be heading out to Qatar later this year. Does anyone know if my UK TV set will work in Qatar?? Not sure whether to ship or sell... Thanks; C	cs2009; Yes your TV will work here; its a 220/240v 50Hz supply out here so all of your electrodomestics will be OK; However if you've got to pay the shipping yourself I would think twice because there are some great bargains to be had on LCD\plasma sets at the moment.	1
hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you	in Doha no .. in Kuwait yes .. in Dubai yes ..	2
hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you	not right now but it's coming very soon!	2
hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you	There are no Ikea outlets in Doha at present.	2
hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you	Sorry to say No; as for your transporting furniture here; that depends on what type of resedence you will get over here? as normly you will be given a furnished flat/villa	2
I know I just asked a similar question but is the aquarium in Doha open? Thanks :)	there was an aquarium some 20 years back. now the whole place is under renovation.	1
Hi guys! Please help me. What is the current salary range of Admin Assistant in Qatar Airways? Would really appreciate if you could help me. Thank you very much! Francie :)	Salary range is 4500-4800. All inclusive. Free ticket every year; government health card. Discount for airfare to any destination. 8 hrs 5 days work in a week.	0
Hi i ve been offered a job as a licensed aircraft engineer in qatar airways ; the salary is around 20000QAR including everything ; is there any additionnal allowance regarding license and type ratings? because the salary doesnt include any related allowance ; and what about the toolbox is it provided by the company or i have to bring mine . thank you for replying	btw; on your package you will have an international medical insurance; and 75% of the childerns  school fees will be shouldered by QR. tools you have to bring your own; only special tools are there on the tool room. but you can always buy your tools here; i know there is a distributor here of snap-on :) hope this helps - live your life as simple as you are - money doesn't create man; but it is the man who created money - don't do what others say; just listen to them; but do what you feel good	0
Hi i ve been offered a job as a licensed aircraft engineer in qatar airways ; the salary is around 20000QAR including everything ; is there any additionnal allowance regarding license and type ratings? because the salary doesnt include any related allowance ; and what about the toolbox is it provided by the company or i have to bring mine . thank you for replying	hi there! don't expect too much.  your package includes basic; tranport allow HRA etc depending on what grade are you and 10% increment of basic salary every year depending on your boss' evaluations. Those allowances which you asked as far as I know are not  provided except OT during holidays no bonuses no incentives. You could only enjoy the unlimited ID90 SL booking hmmm  and very annoying in the airport. One confirmed annual ticket for your wife and yourself. Send me PM  I will give you more details. Good Luck	0
Was driving back from QDC today; in a bit of a hurry so I wasn't thinking when I left the 24 of beer on the passenger seat. Some Qatari drove past me in his Land Cruiser and took a pic with his phone. Could this be a problem?	as long as u have your liquor permit card who cares?  Where there is Fire...There is Coke. Where there is Rum..There is Smoke - Sir Smoke-a-Lot	0
Was driving back from QDC today; in a bit of a hurry so I wasn't thinking when I left the 24 of beer on the passenger seat. Some Qatari drove past me in his Land Cruiser and took a pic with his phone. Could this be a problem?	yes as far as you have a liquor permit and going home straight to the house from QDC you fine. Dont worry.	0
Was driving back from QDC today; in a bit of a hurry so I wasn't thinking when I left the 24 of beer on the passenger seat. Some Qatari drove past me in his Land Cruiser and took a pic with his phone. Could this be a problem?	i agree with tallg and gypsy; even though you have a liqour permit you need to be discrete when transporting booze to your place; if you're a little bit observant there is a notice at QDC stating that transporting ligouqrs; specifically on those cartons; should be placed inside the trunk of their car; and should not be exposed.	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	I tip 10 %	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	5 to 10 % more or less depends on where you are and what you getting... for example I give tips for the workers in petrol stations for each time I full the tank. I meant to say just give what you think its reasonable coz tips doesnt have a specific range.	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	1 Qr at fuel; 1 at snacks; upto 5 at dinner usually ..	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	I give 10%.	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	2QR at fuel and 5 to 10 at dinner depending on service.	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	"5 -10 riyals tops regardless of my bill!! lesser the luxury more the tips! (i menat the hotel and not the service!) i have to make a big conversation similar to the one in "" reservoir dogs"" before i actually end up tipping! lols"	0
Do you do it; and how much do you leave if you do? Back home we leave 15 -20 percent.	Depend on hospitality and respect... it can touch the extreme level e.g. 15 to 30	0
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	if you are just coming for one day meeting or interview hmm better be dressed well because they wont provide you uniform for that. [img_assist|nid=73057|title=.|desc=|link=none|align=left|width=|height=0]	0
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	qatari uniform	2
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	but yea right a suit [img_assist|nid=73057|title=.|desc=|link=none|align=left|width=|height=0]	1
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	A formal suit with tie is the best for a business meeting even in this 48 degree temp people ware suit in this country...dont ware jeans/casuals	1
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	depends on whom u gonna meet.. if its a normal person u can go in formals.. but he is in an important post.. suit is always a gud option..	1
